id,type,truth,hal_label,QA_ITA,PA_ITA,QA_ITC,PA_ITC,QA_FSA,PA_FSA,QA_FSC,PA_FSC,PA_ITA_ITC,PA_ITA_FSA,PA_ITA_FSC,PA_ITC_FSA,PA_ITC_FSC,PA_FSA_FSC
1006,discriminative-attribute-state,no,0,0.18181818181818182,0.6727272727272727,1.0,1.0,0.4,0.4,1.0,1.0,0.4935064935064935,0.6,0.475,0.675,1.0,0.5333333333333333
1008,discriminative-attribute-state,no,1,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.47619047619047616,1.0,0.5416666666666666,0.5416666666666666,1.0,0.4444444444444444
1010,discriminative-attribute-state,no,0,1.0,1.0,1.0,1.0,0.6,0.4,1.0,1.0,1.0,0.7666666666666667,1.0,0.7666666666666667,1.0,0.6444444444444445
1012,discriminative-attribute-state,no,0,0.9090909090909091,0.8181818181818182,1.0,1.0,0.4,0.4,1.0,1.0,0.9090909090909091,0.6,0.875,0.675,1.0,0.5333333333333333
1014,discriminative-attribute-number,no,1,1.0,1.0,0.09090909090909091,0.8181818181818182,1.0,1.0,0.0,1.0,0.4805194805194805,1.0,0.5416666666666666,0.5,0.875,0.4444444444444444
1016,discriminative-attribute-state,no,0,0.18181818181818182,0.6727272727272727,1.0,1.0,0.2,0.6,1.0,1.0,0.4935064935064935,0.675,0.475,0.6,1.0,0.4666666666666667
1018,discriminative-attribute-action,no,0,0.5454545454545454,0.45454545454545453,1.0,1.0,0.2,0.6,1.0,1.0,0.6320346320346321,0.475,0.5416666666666666,0.6,1.0,0.4666666666666667
1020,discriminative-attribute-number,no,0,0.09090909090909091,0.8181818181818182,0.09090909090909091,0.8181818181818182,0.0,1.0,0.6,0.4,0.8268398268398268,0.875,0.6,0.875,0.6,0.5333333333333333
1022,discriminative-attribute-state,no,0,1.0,1.0,1.0,1.0,0.2,0.6,1.0,1.0,1.0,0.6,1.0,0.6,1.0,0.4666666666666667
1024,discriminative-attribute-state,no,0,0.9090909090909091,0.8181818181818182,0.09090909090909091,0.8181818181818182,1.0,1.0,0.6,0.4,0.47619047619047616,0.875,0.675,0.5,0.6,0.6444444444444445
1026,discriminative-attribute-state,no,0,0.6363636363636364,0.4909090909090909,1.0,1.0,0.6,0.4,0.6,0.4,0.6883116883116883,0.5,0.5,0.7666666666666667,0.7666666666666667,0.4666666666666667
1028,discriminative-attribute-state,no,0,0.7272727272727273,0.5636363636363636,1.0,1.0,0.2,0.6,1.0,1.0,0.7532467532467533,0.475,0.675,0.6,1.0,0.4666666666666667
1030,discriminative-attribute-state,no,0,0.7272727272727273,0.5636363636363636,1.0,1.0,0.6,0.4,0.8,0.6,0.7532467532467533,0.5416666666666666,0.6,0.7666666666666667,0.875,0.5333333333333333
1032,discriminative-attribute-action,no,0,1.0,1.0,1.0,1.0,0.2,0.6,1.0,1.0,1.0,0.6,1.0,0.6,1.0,0.4666666666666667
1034,discriminative-attribute-state,no,0,0.5454545454545454,0.45454545454545453,1.0,1.0,0.2,0.6,1.0,1.0,0.6320346320346321,0.475,0.5416666666666666,0.6,1.0,0.4666666666666667
1036,discriminative-attribute-state,no,0,0.2727272727272727,0.5636363636363636,1.0,1.0,0.2,0.6,1.0,1.0,0.5151515151515151,0.6,0.4666666666666667,0.6,1.0,0.4666666666666667
1038,discriminative-attribute-state,no,0,0.2727272727272727,0.5636363636363636,1.0,1.0,0.0,1.0,1.0,1.0,0.5151515151515151,0.675,0.4666666666666667,0.5416666666666666,1.0,0.4444444444444444
1040,discriminative-attribute-state,no,0,1.0,1.0,1.0,1.0,0.2,0.6,1.0,1.0,1.0,0.6,1.0,0.6,1.0,0.4666666666666667
1042,discriminative-attribute-state,no,0,0.5454545454545454,0.45454545454545453,1.0,1.0,0.0,1.0,1.0,1.0,0.6320346320346321,0.5,0.5416666666666666,0.5416666666666666,1.0,0.4444444444444444
1044,discriminative-attribute-state,no,0,0.7272727272727273,0.5636363636363636,0.6363636363636364,0.4909090909090909,0.6,0.4,1.0,1.0,0.5454545454545454,0.5416666666666666,0.675,0.5,0.6,0.6444444444444445
1046,discriminative-attribute-number,no,1,0.7272727272727273,0.5636363636363636,0.45454545454545453,0.45454545454545453,1.0,1.0,0.2,0.6,0.4935064935064935,0.675,0.475,0.5,0.5,0.4666666666666667
1048,discriminative-attribute-number,no,0,0.0,1.0,0.8181818181818182,0.6727272727272727,0.0,1.0,1.0,1.0,0.4935064935064935,1.0,0.5416666666666666,0.475,0.7666666666666667,0.4444444444444444
1050,discriminative-attribute-state,no,0,0.09090909090909091,0.8181818181818182,1.0,1.0,0.0,1.0,0.8,0.6,0.4805194805194805,0.875,0.5416666666666666,0.5416666666666666,0.875,0.4666666666666667
1052,discriminative-attribute-action,no,0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.47619047619047616,1.0,0.5416666666666666,0.5416666666666666,1.0,0.4444444444444444
1054,discriminative-attribute-state,no,1,0.9090909090909091,0.8181818181818182,0.0,1.0,1.0,1.0,0.0,1.0,0.4805194805194805,0.875,0.5,0.5416666666666666,1.0,0.4444444444444444
1056,discriminative-attribute-state,no,1,0.5454545454545454,0.45454545454545453,0.0,1.0,1.0,1.0,0.0,1.0,0.5844155844155844,0.5416666666666666,0.5,0.5416666666666666,1.0,0.4444444444444444
1058,discriminative-attribute-state,no,0,1.0,1.0,1.0,1.0,0.6,0.4,1.0,1.0,1.0,0.7666666666666667,1.0,0.7666666666666667,1.0,0.6444444444444445
1060,discriminative-attribute-state,no,1,1.0,1.0,0.0,1.0,0.8,0.6,0.2,0.6,0.47619047619047616,0.875,0.6,0.6,0.875,0.4444444444444444
1062,discriminative-attribute-number,no,1,1.0,1.0,0.2727272727272727,0.5636363636363636,1.0,1.0,0.2,0.6,0.5151515151515151,1.0,0.6,0.4666666666666667,0.6,0.4666666666666667
